id,size,weight,departure_time,type,slot
VALID_6031_398C,20,10.2,2026-04-14T19:18:40.711991,transshipment,B-001-A-04
FMT_4785_5B20,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_3007_91F2,40,17.0,04/17/2026 19:18,import,E-002-A-04
VALID_4238_7223,20,39.9,2026-04-18,import,B-014-A-02
VALID_6915_95F9,40,17.4,2026-04-13,transshipment,B-005-C-02
VALID_6927_2E3E,20,34.3,2026-04-19T19:18:40.710250,import,A-020-C-03
VALID_1694_39B2,40,11.3,2026-04-21,import,B-009-C-04
FMT_4808_DBD7,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_9410_848E,40,3.2,04/19/2026 19:18,import,E-018-B-05
VALID_9437_422A,20,5.3,04/15/2026 19:18,export,B-012-B-03
VALID_8262_B363,20,2.0,2026-04-17,export,B-013-A-03
VALID_8694_000B,20,8.7,2026-04-17 19:18:40,export,E-009-B-03
VALID_6480_FFEB,20,11.9,2026-04-16T19:18:40.710206,import,C-004-A-04
VALID_6036_318C,20,24.2,2026-04-13,transshipment,A-008-B-03
VALID_1826_C374,20,30.5,2026-04-13 19:18:40,transshipment,B-002-B-03
VALID_8719_F721,40,15.4,2026-04-13,transshipment,C-020-C-05
VALID_6203_E665,20,11.9,2026-04-22,import,E-002-C-02
DUP_5130_B6E1,40,20.0,2026-04-16 19:18:40,import,D-000-D-00
VALID_7068_0B8B,40,24.4,2026-04-17 19:18:40,export,B-003-A-03
VALID_9897_0ED8,20,11.6,2026-04-12 19:18:40,transshipment,A-016-B-03
VALID_3538_3CFF,20,17.4,2026-04-23T19:18:40.712492,import,D-016-C-02
VALID_7817_D7CA,20,4.6,2026-04-19,export,C-019-A-04
VALID_8626_9453,20,22.5,2026-04-19 19:18:40,export,C-009-C-04
VALID_4375_1021,20,7.3,2026-04-17,export,D-012-B-01
DUP_4036_DEF4,20,20.0,2026-04-16 19:18:40,import,D-000-D-00
VALID_5304_4E21,40,36.4,2026-04-18 19:18:40,export,D-009-A-04
FMT_9397_6142,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_6606_08B5,20,43.8,2026-04-12 19:18:40,transshipment,B-018-C-03
VALID_8244_004D,20,6.5,04/16/2026 19:18,export,A-001-B-01
NULL_1773_D083,20,,2026-04-16 19:18:40,import,Z-000-Z-00
VALID_8343_88A4,40,11.5,04/21/2026 19:18,import,B-016-B-03
VALID_4975_EDE5,40,29.8,2026-04-26T19:18:40.718570,import,E-012-A-05
VALID_4340_1712,40,5.2,2026-04-20,import,E-019-A-02
DUP_6129_4F74,40,20.0,04/16/2026 19:18,import,D-000-D-00
VALID_1041_635D,40,38.8,2026-04-17 19:18:40,export,A-007-C-03
VALID_8787_4664,40,41.9,2026-04-19,import,A-019-B-03
VALID_5190_1235,40,37.5,2026-04-15T19:18:40.708920,export,A-003-C-02
VALID_5219_5116,20,23.4,2026-04-16 19:18:40,import,D-006-B-05
VALID_3042_2DC6,40,21.0,2026-04-25,import,B-005-C-05
VALID_8562_57CA,40,10.9,2026-04-16T19:18:40.705290,export,C-001-B-05
VALID_7189_E4B1,40,26.8,2026-04-12T19:18:40.707804,transshipment,A-003-C-05
VALID_3324_8051,20,26.1,04/14/2026 19:18,transshipment,D-001-B-05
VALID_4951_F37B,40,24.5,2026-04-12T19:18:40.722193,transshipment,B-008-C-05
VALID_4039_65B7,40,4.7,2026-04-12 19:18:40,transshipment,D-020-C-01
PAST_5137_93D0,20,12.0,2026-03-12T19:18:40.730590,import,P-001-P-01
HIGH_W_2786_744B,40,150.0,2026-04-16T19:18:40.730177,export,X-002-X-02
VALID_6583_1663,40,24.3,2026-04-14,transshipment,D-006-A-03
VALID_6226_3EA0,20,19.2,2026-04-20,import,A-014-C-03
VALID_3565_9097,20,43.4,04/16/2026 19:18,export,D-020-B-02
VALID_1326_E4B3,20,35.1,2026-04-24T19:18:40.705303,import,E-008-B-04
VALID_3032_FCAA,20,3.6,2026-04-15 19:18:40,export,A-005-A-05
VALID_7012_C21F,20,4.1,2026-04-12,transshipment,E-007-A-05
VALID_6596_1CE5,40,7.7,2026-04-12T19:18:40.718087,transshipment,D-013-B-05
VALID_8785_2607,20,6.2,2026-04-12T19:18:40.726017,transshipment,D-006-C-02
VALID_6778_2873,20,14.4,2026-04-17 19:18:40,import,E-008-B-04
NULL_3729_3B6E,20,15.0,,import,Z-000-Z-00
FMT_2166_2603,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_7317_D6FE,20,12.7,2026-04-15T19:18:40.707585,export,E-009-B-02
VALID_4612_38F5,40,28.0,04/14/2026 19:18,transshipment,A-006-C-04
DUP_7861_DA3F,20,20.0,2026-04-16,import,D-000-D-00
VALID_5248_7A52,20,5.5,2026-04-16,export,A-020-C-02
PAST_2244_DF4E,20,12.0,03/18/2026 19:18,import,P-001-P-01
VALID_7054_DCC3,40,39.8,2026-04-12,transshipment,E-004-C-04
VALID_7191_0534,20,23.8,2026-04-18T19:18:40.721089,import,E-003-C-03
FMT_7777_D936,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_4150_0F23,40,18.5,2026-04-14T19:18:40.708179,transshipment,D-014-C-03
DUP_9571_6D64,40,20.0,2026-04-16T19:18:40.729506,import,D-000-D-00
VALID_5625_67F1,40,31.8,04/21/2026 19:18,import,A-005-A-02
VALID_6665_9B6B,20,31.9,2026-04-13,transshipment,E-006-C-05
TYPE_3448_F656,20,10.0,04/16/2026 19:18,lost_cargo,X-004-X-04
PAST_8134_C45F,20,12.0,2026-03-26,import,P-001-P-01
VALID_6274_E5F8,20,22.9,2026-04-15,export,B-004-C-03
VALID_8946_E189,20,5.8,2026-04-26 19:18:40,import,A-009-B-03
VALID_7629_7BAF,20,22.7,2026-04-24T19:18:40.718330,import,B-004-A-05
VALID_2475_CCD4,20,11.7,04/13/2026 19:18,transshipment,E-005-C-03
VALID_1364_DB5C,40,30.5,2026-04-17T19:18:40.723095,import,A-008-B-05
VALID_5557_9619,40,18.3,2026-04-14 19:18:40,transshipment,B-010-B-05
HIGH_W_2871_0977,40,150.0,2026-04-16T19:18:40.729686,export,X-002-X-02
VALID_1932_598D,20,9.2,2026-04-13,transshipment,D-011-C-04
VALID_1630_89BB,40,5.8,2026-04-23T19:18:40.718284,import,B-013-A-01
VALID_1224_7A6F,40,15.1,04/15/2026 19:18,export,A-011-A-02
VALID_2770_49FE,40,4.1,2026-04-14T19:18:40.719189,transshipment,C-020-C-02
DUP_2030_E882,40,20.0,2026-04-16T19:18:40.729367,import,D-000-D-00
VALID_7328_1289,40,31.5,2026-04-14,transshipment,E-007-A-04
VALID_7303_2139,40,15.4,04/12/2026 19:18,transshipment,D-013-C-02
VALID_4144_4424,40,12.2,04/21/2026 19:18,import,D-001-A-01
VALID_3420_F3F7,40,39.1,04/18/2026 19:18,import,D-016-C-05
VALID_1987_F259,40,25.9,2026-04-13T19:18:40.717446,transshipment,C-020-C-03
VALID_6688_9335,20,38.7,2026-04-14 19:18:40,export,C-001-A-01
VALID_4042_E55F,40,31.4,04/16/2026 19:18,export,D-008-B-04
VALID_4883_7C02,20,36.6,2026-04-24,import,E-017-C-02
VALID_4017_61EF,20,7.3,04/18/2026 19:18,export,B-005-C-01
VALID_7125_6704,40,38.1,04/25/2026 19:18,import,D-009-B-03
PAST_3961_986F,20,12.0,04/01/2026 19:18,import,P-001-P-01
VALID_5979_86E7,40,3.7,2026-04-25 19:18:40,import,C-018-A-04
VALID_2829_3E38,20,21.4,04/19/2026 19:18,export,B-014-C-02
NULL_8439_88DC,20,,2026-04-16 19:18:40,import,Z-000-Z-00
NULL_2656_CB88,,15.0,2026-04-16,import,Z-000-Z-00
PAST_9862_578F,20,12.0,2026-03-12,import,P-001-P-01
VALID_9864_6874,20,26.5,04/23/2026 19:18,import,B-004-B-05
VALID_2729_C5F7,40,42.0,2026-04-24 19:18:40,import,A-011-C-05
VALID_4415_6752,20,23.5,04/17/2026 19:18,export,A-012-B-01
VALID_3534_78B8,40,11.4,2026-04-19T19:18:40.716190,export,D-004-A-04
VALID_2442_A073,20,2.0,2026-04-22T19:18:40.720667,import,D-001-C-02
VALID_5623_A7A8,40,16.9,2026-04-26 19:18:40,import,C-007-A-04
DUP_5999_6728,20,20.0,2026-04-16T19:18:40.729456,import,D-000-D-00
VALID_4965_065F,40,32.0,2026-04-16T19:18:40.723919,export,D-009-A-04
VALID_1665_AA56,20,18.9,2026-04-18T19:18:40.724931,export,E-005-A-03
VALID_8101_E67E,20,43.6,2026-04-15,export,B-015-C-02
FMT_7239_C3E4,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_1034_4892,40,36.9,04/18/2026 19:18,export,A-019-B-04
FMT_4214_D176,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_6140_3B29,40,33.2,2026-04-16T19:18:40.713836,import,D-002-B-05
VALID_4429_75C0,20,29.4,04/16/2026 19:18,export,D-004-B-05
VALID_7444_6F4C,40,30.7,2026-04-18,export,B-007-A-02
PAST_8925_C4F6,20,12.0,2026-03-29 19:18:40,import,P-001-P-01
VALID_4530_3C62,40,25.9,2026-04-17 19:18:40,export,E-008-B-05
VALID_8293_84E2,20,28.6,04/13/2026 19:18,transshipment,C-014-A-04
DUP_2827_118E,20,20.0,2026-04-16T19:18:40.729357,import,D-000-D-00
VALID_2926_7DD3,20,29.9,2026-04-15T19:18:40.720554,export,D-005-C-01
NULL_2499_59DF,20,,2026-04-16,import,Z-000-Z-00
VALID_8928_1435,20,11.0,2026-04-19,export,C-011-A-02
VALID_8240_FA4E,20,6.7,2026-04-22 19:18:40,import,E-019-B-03
LOW_W_9719_6208,20,0.5,04/16/2026 19:18,import,X-001-X-01
VALID_9032_22C3,40,16.8,2026-04-14,transshipment,B-020-C-05
VALID_3791_5770,40,17.5,2026-04-13 19:18:40,transshipment,D-018-A-03
VALID_7116_4395,40,2.8,2026-04-18,import,D-015-B-05
VALID_5951_5CF3,20,27.3,2026-04-23T19:18:40.721356,import,D-010-A-05
VALID_2189_B810,40,9.6,2026-04-14,transshipment,E-019-C-03
DUP_6636_6084,40,20.0,2026-04-16T19:18:40.729284,import,D-000-D-00
VALID_4631_6DD2,40,35.7,2026-04-19,import,B-004-C-01
VALID_3204_8515,40,35.9,2026-04-12,transshipment,B-003-B-01
VALID_3045_2A14,20,29.0,2026-04-23T19:18:40.723535,import,A-007-B-01
VALID_9494_3899,40,43.3,2026-04-13,transshipment,C-003-C-05
VALID_7874_244A,40,35.2,2026-04-23,import,B-020-C-04
VALID_8287_F334,20,44.3,2026-04-16 19:18:40,import,A-015-A-03
VALID_4945_0634,20,11.8,2026-04-17 19:18:40,export,D-001-C-01
VALID_4541_C880,20,22.8,2026-04-20 19:18:40,import,A-019-A-05
VALID_2851_BB6B,40,20.5,2026-04-13T19:18:40.708258,transshipment,B-019-B-01
VALID_2617_3ABB,20,39.1,04/12/2026 19:18,transshipment,D-009-C-03
VALID_2413_611C,20,21.7,2026-04-19T19:18:40.717757,export,A-013-A-03
VALID_4185_5ADD,40,44.8,04/16/2026 19:18,export,A-006-A-04
VALID_6375_E253,40,16.9,2026-04-18,export,A-015-C-03
VALID_2065_9436,40,41.0,2026-04-20T19:18:40.710381,import,C-020-B-02
NULL_3676_A666,20,,04/16/2026 19:18,import,Z-000-Z-00
VALID_7994_D7DD,40,42.4,2026-04-19 19:18:40,import,B-002-B-04
VALID_8432_44B7,20,31.0,2026-04-17,export,E-013-C-01
VALID_3777_5227,20,9.6,2026-04-22T19:18:40.707782,import,C-017-A-05
VALID_2757_46B1,40,6.5,2026-04-24,import,E-017-B-02
VALID_5860_FB6C,20,25.7,2026-04-15 19:18:40,export,B-015-C-01
FMT_2034_552D,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_9953_A298,20,9.3,2026-04-13,transshipment,C-011-C-01
VALID_1285_862C,40,40.8,2026-04-25 19:18:40,import,B-020-A-04
VALID_7841_D9A1,20,23.3,2026-04-16,export,C-011-C-05
VALID_5836_5060,20,34.0,04/19/2026 19:18,import,B-016-C-02
DUP_1518_B446,20,20.0,04/16/2026 19:18,import,D-000-D-00
VALID_5646_33F9,20,22.4,2026-04-25T19:18:40.710832,import,D-011-B-05
VALID_4897_BD8F,40,14.9,2026-04-12 19:18:40,transshipment,D-009-C-05
VALID_7249_61F5,40,25.3,2026-04-23 19:18:40,import,C-008-C-05
VALID_2147_1709,40,19.9,2026-04-19T19:18:40.711791,import,A-020-C-03
VALID_9367_6E3A,20,31.2,2026-04-14T19:18:40.711958,transshipment,A-002-C-03
NULL_7401_F41F,20,15.0,,import,Z-000-Z-00
VALID_8650_A1C9,40,8.9,2026-04-23T19:18:40.714529,import,C-012-B-02
VALID_5945_5632,20,44.0,2026-04-13T19:18:40.726773,transshipment,C-020-B-02
VALID_9946_1A70,20,34.0,2026-04-19 19:18:40,import,A-006-A-05
LOW_W_8684_5B15,20,0.5,04/16/2026 19:18,import,X-001-X-01
LOW_W_2637_A2AA,20,0.5,04/16/2026 19:18,import,X-001-X-01
VALID_3779_98B4,20,43.1,2026-04-22 19:18:40,import,A-004-C-01
VALID_5029_060F,20,15.0,2026-04-19 19:18:40,export,A-007-C-03
VALID_5658_23EC,40,15.3,04/16/2026 19:18,export,B-001-C-05
VALID_3766_926A,20,9.8,2026-04-12T19:18:40.722151,transshipment,A-018-B-01
VALID_8036_A736,20,20.8,2026-04-12 19:18:40,transshipment,D-011-A-05
VALID_4641_B573,20,32.1,2026-04-12,transshipment,A-005-A-05
VALID_6210_2DE8,20,12.6,2026-04-14 19:18:40,transshipment,A-010-B-02
VALID_2465_11E7,20,41.4,2026-04-23T19:18:40.708701,import,C-009-C-03
VALID_6678_F0BF,40,16.5,04/16/2026 19:18,export,D-008-B-02
VALID_2929_564F,40,5.0,2026-04-25 19:18:40,import,A-004-C-03
VALID_1885_AACE,20,41.0,2026-04-19T19:18:40.722018,import,A-014-C-01
DUP_5928_67D1,20,20.0,2026-04-16T19:18:40.729465,import,D-000-D-00
VALID_7698_DEBE,40,25.0,2026-04-24,import,B-009-C-04
VALID_4939_8503,20,17.2,2026-04-13 19:18:40,transshipment,E-017-A-03
VALID_2337_819C,20,32.1,2026-04-14,export,D-012-A-02
VALID_8019_5A78,20,25.1,2026-04-18,import,C-007-C-05
VALID_6697_555B,20,16.0,2026-04-12 19:18:40,transshipment,C-007-C-04
VALID_1983_31A1,20,15.7,2026-04-24,import,C-017-A-05
VALID_2699_555C,20,2.8,2026-04-15,export,D-001-B-05
VALID_9830_57DA,20,7.6,04/15/2026 19:18,export,A-009-B-01
VALID_2677_7E5F,20,16.3,2026-04-16T19:18:40.724554,export,A-015-A-01
VALID_4673_D83C,40,6.4,2026-04-17 19:18:40,export,A-012-A-04
VALID_3771_6740,40,4.7,2026-04-17T19:18:40.709420,export,D-017-B-03
VALID_9909_569B,40,39.3,04/13/2026 19:18,transshipment,C-011-C-03
VALID_8183_2656,20,43.3,2026-04-16 19:18:40,export,A-020-A-05
VALID_5035_6AF7,20,33.5,2026-04-18 19:18:40,import,B-008-B-05
VALID_8262_29C8,40,15.6,2026-04-16T19:18:40.724724,import,C-003-A-03
VALID_4445_F201,40,16.2,2026-04-12T19:18:40.718032,transshipment,C-007-B-01
VALID_8117_D442,20,14.7,04/17/2026 19:18,export,C-016-B-02
VALID_4535_EB1E,40,20.5,2026-04-21T19:18:40.727410,import,C-011-C-03
NULL_7965_3C05,20,,2026-04-16T19:18:40.728448,import,Z-000-Z-00
SIZE_3203_CF8E,45,25.0,2026-04-16 19:18:40,transshipment,X-003-X-03
VALID_1083_13E2,40,2.8,04/23/2026 19:18,import,B-013-A-02
VALID_6402_6916,20,7.4,04/14/2026 19:18,export,A-017-A-05
VALID_4833_1CD0,40,11.9,2026-04-12 19:18:40,transshipment,C-015-C-03
VALID_9138_5158,20,22.1,2026-04-14T19:18:40.714782,transshipment,A-012-A-05
VALID_2559_C938,20,34.5,2026-04-13T19:18:40.721994,transshipment,A-020-B-03
VALID_8006_8DCD,40,11.2,04/13/2026 19:18,transshipment,C-005-C-03
VALID_8648_D6EC,40,20.0,2026-04-15T19:18:40.721301,export,E-003-A-02
VALID_9451_CFDD,40,30.8,2026-04-12 19:18:40,transshipment,E-005-B-03
VALID_7929_C13E,20,15.7,2026-04-13 19:18:40,transshipment,B-005-B-02
VALID_9015_1746,20,21.0,2026-04-17 19:18:40,import,D-005-C-02
VALID_6725_6C2A,20,30.4,2026-04-25 19:18:40,import,D-020-A-02
DUP_9571_6D64,40,20.0,2026-04-16T19:18:40.729506,import,D-000-D-00
VALID_2368_43F4,20,31.5,2026-04-20,import,A-008-C-04
VALID_6027_287A,40,38.8,2026-04-18 19:18:40,import,A-017-B-02
VALID_4408_661E,20,5.2,2026-04-21 19:18:40,import,C-009-B-01
PAST_9262_F476,20,12.0,04/06/2026 19:18,import,P-001-P-01
VALID_6118_A034,40,26.3,04/14/2026 19:18,transshipment,A-004-C-04
PAST_7555_23A8,20,12.0,2026-03-16,import,P-001-P-01
VALID_6384_23C6,40,36.7,2026-04-13,transshipment,A-014-C-02
VALID_6808_72CE,20,12.6,04/14/2026 19:18,transshipment,B-008-B-04
VALID_9873_0DB5,20,20.4,2026-04-14T19:18:40.719515,transshipment,E-012-A-04
VALID_4867_9FA6,40,37.3,2026-04-13T19:18:40.720644,transshipment,E-002-C-05
VALID_1378_049E,20,17.6,2026-04-14 19:18:40,export,A-016-A-04
VALID_4778_BC42,20,6.8,2026-04-16 19:18:40,import,B-001-B-04
VALID_1139_4D12,40,33.4,04/17/2026 19:18,import,E-020-B-05
VALID_5806_DB1A,40,19.6,2026-04-18,export,A-019-B-05
VALID_6956_5596,20,24.1,2026-04-17,export,A-015-C-05
VALID_9841_2FDB,20,40.9,2026-04-16,export,E-018-B-05
VALID_5566_07C3,20,10.9,2026-04-19,export,A-013-A-01
VALID_5069_E465,40,33.4,2026-04-18 19:18:40,export,D-008-C-01
VALID_5068_FA53,40,37.7,04/16/2026 19:18,export,B-014-A-02
PAST_7427_AC74,20,12.0,2026-04-08 19:18:40,import,P-001-P-01
VALID_9663_3386,20,44.9,2026-04-14 19:18:40,transshipment,D-020-B-02
HIGH_W_3290_1614,40,150.0,2026-04-16T19:18:40.729967,export,X-002-X-02
VALID_6571_6AAB,40,32.0,2026-04-14T19:18:40.713557,transshipment,C-006-A-02
TYPE_6563_84A3,20,10.0,04/16/2026 19:18,lost_cargo,X-004-X-04
VALID_2232_CFBF,40,29.4,2026-04-14T19:18:40.722237,transshipment,B-005-C-02
VALID_7103_6550,40,24.3,2026-04-23T19:18:40.723315,import,B-012-C-03
VALID_2405_7EA9,40,12.5,04/12/2026 19:18,transshipment,D-010-B-01
VALID_9605_9EAA,40,42.5,04/13/2026 19:18,transshipment,B-008-A-05
VALID_7791_7BCF,20,38.4,2026-04-14 19:18:40,transshipment,A-012-B-04
SIZE_2604_1D1E,45,25.0,2026-04-16,transshipment,X-003-X-03
VALID_7005_015C,40,5.4,04/14/2026 19:18,export,C-017-B-02
VALID_7228_D802,20,37.1,04/16/2026 19:18,import,D-014-C-04
VALID_6106_1916,40,6.8,2026-04-14T19:18:40.727848,transshipment,E-011-A-04
FMT_3948_3D34,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
PAST_8461_4478,20,12.0,03/15/2026 19:18,import,P-001-P-01
VALID_1667_4D1E,20,25.5,2026-04-13 19:18:40,transshipment,E-005-A-02
DUP_5443_1658,40,20.0,2026-04-16T19:18:40.729531,import,D-000-D-00
VALID_4654_F03C,40,18.0,2026-04-15,export,D-012-B-01
PAST_5782_C914,20,12.0,2026-03-16 19:18:40,import,P-001-P-01
VALID_3732_4077,20,16.9,2026-04-14 19:18:40,transshipment,A-005-C-01
VALID_2266_DBC8,40,35.7,2026-04-14,transshipment,B-006-B-03
VALID_3080_2B5A,40,36.5,2026-04-16 19:18:40,import,E-012-A-03
VALID_7734_8274,20,15.5,2026-04-26,import,B-010-C-04
VALID_9427_6713,20,29.4,2026-04-15T19:18:40.712525,export,D-010-B-05
,20,15.0,2026-04-16 19:18:40,import,Z-000-Z-00
VALID_7336_57CE,40,6.8,2026-04-18 19:18:40,export,C-015-B-01
VALID_7692_12BE,40,7.6,04/19/2026 19:18,import,E-019-C-01
VALID_1172_E3A1,20,33.5,04/16/2026 19:18,export,C-002-A-03
FMT_2530_C6DF,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_2171_CBC9,40,16.4,2026-04-22 19:18:40,import,E-003-A-02
VALID_1794_009D,20,21.2,2026-04-18 19:18:40,export,A-011-A-03
VALID_3232_96C0,40,15.2,2026-04-14 19:18:40,transshipment,C-016-C-02
VALID_4153_EDBC,40,12.1,2026-04-17 19:18:40,import,A-004-C-05
,20,15.0,2026-04-16,import,Z-000-Z-00
VALID_5938_EF1B,40,32.6,2026-04-18 19:18:40,export,B-014-A-05
VALID_6270_F23D,20,18.9,2026-04-14T19:18:40.713825,export,B-001-C-01
VALID_8801_6083,20,6.1,2026-04-16,import,E-012-C-02
VALID_9145_70E1,20,25.7,2026-04-17T19:18:40.726232,import,D-009-A-04
VALID_8371_6C87,20,32.2,2026-04-18 19:18:40,export,A-003-B-04
VALID_1770_2D33,20,34.8,04/22/2026 19:18,import,A-011-B-05
VALID_4069_5350,20,11.9,2026-04-20 19:18:40,import,B-011-A-05
VALID_9411_F0A6,40,7.7,2026-04-20,import,D-011-C-02
VALID_4822_5309,40,3.3,2026-04-16T19:18:40.718186,export,C-014-B-04
DUP_1020_ED68,40,20.0,2026-04-16T19:18:40.729606,import,D-000-D-00
PAST_6348_F5F8,20,12.0,2026-03-29 19:18:40,import,P-001-P-01
DUP_6540_5FE0,20,20.0,2026-04-16,import,D-000-D-00
VALID_5174_2F3A,40,4.0,2026-04-15,export,A-008-C-04
VALID_4893_3CA7,40,9.5,04/19/2026 19:18,export,E-003-A-01
VALID_5664_CA05,40,26.1,2026-04-21T19:18:40.721008,import,C-005-B-02
VALID_4363_E654,20,30.9,2026-04-16T19:18:40.728097,import,B-014-B-01
VALID_3146_1796,20,8.8,2026-04-20 19:18:40,import,A-008-A-02
VALID_5106_64F3,40,38.5,2026-04-13T19:18:40.708988,transshipment,C-005-B-03
NULL_6510_B8F0,20,15.0,,import,Z-000-Z-00
VALID_3530_00D4,40,41.2,2026-04-14,transshipment,B-019-C-05
VALID_6261_C75B,40,9.7,2026-04-12T19:18:40.727422,transshipment,B-013-C-02
VALID_6606_467A,20,5.3,04/13/2026 19:18,transshipment,C-007-B-03
VALID_3668_34D8,40,37.9,04/15/2026 19:18,export,C-001-C-04
VALID_7547_23F6,40,24.6,2026-04-20 19:18:40,import,B-003-B-05
VALID_2025_8291,40,8.9,2026-04-18 19:18:40,export,A-013-A-02
VALID_9165_2EAF,20,10.1,04/13/2026 19:18,transshipment,E-006-B-01
VALID_8443_9B06,20,23.6,2026-04-22,import,E-013-B-02
VALID_1710_F1D5,40,40.1,2026-04-18,export,E-005-B-02
VALID_4849_4269,20,43.6,04/16/2026 19:18,export,C-013-B-05
VALID_7241_F191,20,43.3,2026-04-12 19:18:40,transshipment,B-010-B-03
VALID_2415_6F6B,40,16.1,2026-04-14 19:18:40,transshipment,A-011-C-01
VALID_5250_F01F,20,9.3,04/18/2026 19:18,export,C-018-B-01
VALID_6342_5CBD,40,41.8,2026-04-25,import,B-009-C-03
LOW_W_1631_0781,20,0.5,2026-04-16,import,X-001-X-01
VALID_1122_3C78,40,2.2,2026-04-13 19:18:40,transshipment,C-002-A-02
VALID_2095_EF83,40,11.1,2026-04-19,export,E-002-A-04
VALID_9344_0AB1,40,2.2,2026-04-12T19:18:40.726795,transshipment,E-008-C-03
VALID_9094_7DCC,40,13.1,2026-04-18T19:18:40.709508,import,A-002-B-02
VALID_6934_3382,40,34.9,2026-04-26 19:18:40,import,C-019-C-05
VALID_4442_786E,40,29.4,2026-04-24 19:18:40,import,E-012-A-04
PAST_2526_8C17,20,12.0,2026-04-08,import,P-001-P-01
VALID_8678_A0F0,20,21.1,2026-04-13T19:18:40.726168,transshipment,B-009-A-03
FMT_5476_BB31,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_7431_9342,20,17.3,2026-04-13T19:18:40.713759,transshipment,B-006-C-01
VALID_9523_F12B,20,17.0,2026-04-21,import,D-018-C-02
VALID_8345_6BC3,40,2.7,2026-04-13 19:18:40,transshipment,A-009-A-02
VALID_2554_6EA9,40,15.6,04/13/2026 19:18,transshipment,A-002-B-05
VALID_6561_E52A,40,44.3,04/14/2026 19:18,transshipment,D-014-B-01
FMT_9802_D9D3,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_9551_9AD7,20,16.8,04/14/2026 19:18,transshipment,C-004-B-05
VALID_2002_68BA,20,16.0,2026-04-25,import,A-020-C-04
PAST_7420_0DCE,20,12.0,2026-03-18,import,P-001-P-01
VALID_4008_FE51,20,29.1,2026-04-26T19:18:40.716231,import,D-012-C-01
VALID_4917_8AAC,40,26.7,2026-04-17T19:18:40.712952,import,E-019-C-03
VALID_9393_745B,20,26.0,04/15/2026 19:18,export,B-002-A-02
VALID_2002_5B81,40,25.5,04/16/2026 19:18,export,E-008-C-05
TYPE_5633_E6D5,20,10.0,2026-04-16T19:18:40.730248,lost_cargo,X-004-X-04
NULL_4556_0CE5,20,,04/16/2026 19:18,import,Z-000-Z-00
VALID_8356_17BC,20,33.1,2026-04-19 19:18:40,export,A-005-A-02
VALID_1298_ABB4,20,12.6,04/12/2026 19:18,transshipment,D-010-A-02
VALID_1718_0755,20,36.2,2026-04-26 19:18:40,import,D-017-A-05
NULL_8048_2F25,20,15.0,,import,Z-000-Z-00
VALID_7544_6124,20,20.3,04/16/2026 19:18,export,E-013-C-01
VALID_5654_EE95,40,40.9,04/22/2026 19:18,import,C-004-A-05
VALID_8758_DD12,40,9.5,2026-04-12T19:18:40.713222,transshipment,E-006-C-02
VALID_6839_69D4,40,10.3,2026-04-18,import,B-013-B-05
VALID_1050_3A56,40,32.0,2026-04-18,export,C-004-B-02
VALID_1021_F8FD,40,41.2,2026-04-24,import,A-012-C-01
VALID_4285_E8CF,40,33.4,2026-04-24T19:18:40.720228,import,E-006-C-01
VALID_7010_F764,20,31.7,2026-04-17T19:18:40.710055,export,B-005-B-02
VALID_9239_49C6,20,42.9,04/20/2026 19:18,import,B-016-A-02
VALID_5563_ECA3,40,11.5,2026-04-21T19:18:40.727815,import,D-014-C-02
VALID_7669_49E9,40,6.7,2026-04-17,export,B-014-B-03
VALID_4896_8CD9,20,25.6,2026-04-14 19:18:40,transshipment,E-001-C-01
FMT_9186_1711,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_2203_A6C1,20,34.9,04/14/2026 19:18,transshipment,D-008-C-05
VALID_8471_5B10,40,18.6,2026-04-20,import,A-013-A-02
VALID_4476_8116,40,9.8,2026-04-17 19:18:40,export,D-002-A-03
VALID_4398_2629,40,36.9,2026-04-17 19:18:40,export,C-012-B-04
VALID_6760_D326,20,28.2,2026-04-19T19:18:40.713569,import,A-001-C-03
FMT_8940_5526,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_3426_2F77,20,35.9,2026-04-24 19:18:40,import,A-005-B-04
VALID_9956_D9C1,20,26.3,04/12/2026 19:18,transshipment,A-014-B-03
VALID_4559_2E42,20,25.8,04/14/2026 19:18,export,E-020-C-02
VALID_2684_1AAE,20,3.3,2026-04-16T19:18:40.713254,export,B-002-A-02
VALID_1104_C6F6,20,37.1,2026-04-19,export,C-006-C-03
